4.712500000000000000e+01;1.494024331922786386e-01;2.737110911135951937e+03;3.251193253591075916e+01;0.000000000000000000e+00;1.000000000000000000e+00
3.876562500000000000e+01;2.522166107096481813e-01;2.720636985322314558e+03;3.246805556693177408e+01;1.000000000000000056e-01;9.000000000000000222e-01
3.798437500000000000e+01;3.573692987422108502e-01;2.637410371939381548e+03;3.380209413228281079e+01;2.000000000000000111e-01;8.000000000000000444e-01
3.845312500000000000e+01;4.618628853423719094e-01;2.635897679088875520e+03;3.458549528125960393e+01;2.999999999999999889e-01;6.999999999999999556e-01
3.987500000000000000e+01;5.654786719758873037e-01;2.587287336245441111e+03;3.869457642097847838e+01;4.000000000000000222e-01;5.999999999999999778e-01
3.967187500000000000e+01;6.644027848038951412e-01;2.576946950662153540e+03;4.095964351779508661e+01;5.000000000000000000e-01;5.000000000000000000e-01
3.831250000000000000e+01;7.535371666298257276e-01;2.449473253544942509e+03;5.397630513519261086e+01;5.999999999999999778e-01;4.000000000000000222e-01
3.715625000000000000e+01;8.444268879179162024e-01;2.430144823770931907e+03;6.364088943487263350e+01;6.999999999999999556e-01;2.999999999999999889e-01
3.784375000000000000e+01;9.072096334968580145e-01;2.343663553113553007e+03;7.980463980463980533e+01;8.000000000000000444e-01;2.000000000000000111e-01
3.690625000000000000e+01;9.490613554592155499e-01;2.178483978103436584e+03;1.581022408963585519e+02;9.000000000000000222e-01;1.000000000000000056e-01
3.187500000000000000e+01;9.478985608075726210e-01;2.115732129443775193e+03;3.329550827423167902e+02;1.000000000000000000e+00;0.000000000000000000e+00
