1;20.344;1165.727;2197.220;152.983;0.5;0.5;@
2;11.875;1161.279;2152.280;180.817;0.5;0.5;@
3;11.578;1167.500;2142.618;192.381;0.5;0.5;@
4;11.719;1165.205;2190.540;156.660;0.5;0.5;@
5;11.594;1167.176;2163.508;184.508;0.5;0.5;@
6;12.125;1175.406;2187.575;169.487;0.5;0.5;@
7;11.594;1166.998;2161.275;183.261;0.5;0.5;@
8;11.531;1165.021;2164.272;172.021;0.5;0.5;@
9;11.703;1169.400;2184.459;164.881;0.5;0.5;@
10;11.672;1165.373;2219.699;136.048;0.5;0.5;@
11;11.625;1166.528;2154.257;188.175;0.5;0.5;@
12;11.563;1163.339;2164.020;162.657;0.5;0.5;@
13;11.594;1174.597;2170.515;184.930;0.5;0.5;@
14;11.563;1156.100;2145.740;191.459;0.5;0.5;@
15;11.656;1164.628;2213.750;140.506;0.5;0.5;@
16;11.719;1170.734;2175.847;182.411;0.5;0.5;@
17;11.750;1166.102;2142.902;192.427;0.5;0.5;@
18;11.563;1166.723;2158.946;187.000;0.5;0.5;@
19;11.578;1175.974;2184.868;174.495;0.5;0.5;@
20;11.703;1161.758;2182.245;153.770;0.5;0.5;@
21;11.703;1171.062;2198.893;152.606;0.5;0.5;@
22;11.750;1171.639;2164.385;185.144;0.5;0.5;@
23;13.766;1164.120;2188.333;168.032;0.5;0.5;@
24;16.531;1169.159;2157.210;190.483;0.5;0.5;@
25;13.625;1169.612;2180.585;161.764;0.5;0.5;@
26;11.688;1165.583;2162.754;188.327;0.5;0.5;@
27;11.563;1172.528;2179.554;174.877;0.5;0.5;@
28;11.672;1158.721;2145.661;188.571;0.5;0.5;@
29;12.125;1169.166;2164.386;183.321;0.5;0.5;@
30;11.500;1162.385;2167.874;185.021;0.5;0.5;@
31;11.594;1167.837;2197.624;150.550;0.5;0.5;@
32;11.766;1155.287;2144.323;188.126;0.5;0.5;@
33;11.594;1169.657;2162.104;184.624;0.5;0.5;@
34;11.703;1174.320;2224.210;148.635;0.5;0.5;@
35;11.641;1171.418;2227.498;143.463;0.5;0.5;@
36;11.875;1174.313;2185.826;173.340;0.5;0.5;@
37;11.781;1168.097;2184.584;170.360;0.5;0.5;@
38;11.766;1173.812;2175.286;184.838;0.5;0.5;@
39;11.953;1166.318;2206.429;157.457;0.5;0.5;@
40;11.766;1170.082;2152.905;191.548;0.5;0.5;@
41;11.672;1171.432;2181.216;183.523;0.5;0.5;@
42;11.766;1175.182;2191.916;167.822;0.5;0.5;@
43;11.719;1164.109;2188.650;155.192;0.5;0.5;@
44;11.750;1173.920;2158.469;192.496;0.5;0.5;@
45;12.000;1180.394;2217.921;153.407;0.5;0.5;@
46;12.469;1167.729;2184.405;183.469;0.5;0.5;@
47;12.438;1172.166;2172.831;187.126;0.5;0.5;@
48;12.422;1171.166;2159.952;182.381;0.5;0.5;@
49;12.328;1170.537;2202.020;153.883;0.5;0.5;@
50;11.969;1159.317;2175.082;160.341;0.5;0.5;@
51;11.938;1173.271;2204.403;158.929;0.5;0.5;@
52;11.969;1165.738;2192.199;148.652;0.5;0.5;@
53;12.016;1173.809;2214.848;148.395;0.5;0.5;@
54;11.984;1169.058;2207.669;146.073;0.5;0.5;@
55;12.031;1163.885;2157.484;187.076;0.5;0.5;@
56;12.125;1166.942;2167.496;178.889;0.5;0.5;@
57;11.906;1157.594;2185.666;142.022;0.5;0.5;@
58;13.250;1162.242;2177.306;160.842;0.5;0.5;@
59;12.031;1162.197;2160.628;182.515;0.5;0.5;@
60;11.953;1164.703;2175.317;169.714;0.5;0.5;@
61;12.125;1166.403;2198.051;156.630;0.5;0.5;@
62;12.422;1165.927;2143.043;195.060;0.5;0.5;@
63;11.922;1178.638;2208.436;158.215;0.5;0.5;@
64;12.219;1174.579;2200.187;172.381;0.5;0.5;@
65;11.969;1159.192;2144.095;186.789;0.5;0.5;@
66;12.125;1171.669;2197.878;159.124;0.5;0.5;@
67;12.094;1170.132;2153.819;189.571;0.5;0.5;@
68;11.953;1168.269;2191.155;159.048;0.5;0.5;@
69;11.828;1164.305;2153.373;187.736;0.5;0.5;@
70;11.813;1170.811;2165.907;175.714;0.5;0.5;@
71;11.625;1172.507;2133.651;217.613;0.5;0.5;@
72;11.719;1161.022;2190.390;156.654;0.5;0.5;@
73;11.906;1171.757;2219.620;156.309;0.5;0.5;@
74;11.906;1168.943;2174.778;184.188;0.5;0.5;@
75;12.188;1169.982;2165.582;190.007;0.5;0.5;@
76;11.922;1152.815;2140.393;174.612;0.5;0.5;@
77;11.984;1167.500;2148.868;192.381;0.5;0.5;@
78;11.938;1169.632;2167.238;176.316;0.5;0.5;@
79;12.078;1171.605;2191.556;154.779;0.5;0.5;@
80;12.250;1169.097;2200.408;153.411;0.5;0.5;@
81;11.828;1165.738;2182.857;168.535;0.5;0.5;@
82;11.828;1157.451;2158.574;171.953;0.5;0.5;@
83;11.781;1169.503;2188.259;160.122;0.5;0.5;@
84;12.141;1169.153;2160.603;191.368;0.5;0.5;@
85;11.734;1159.702;2209.884;128.271;0.5;0.5;@
86;11.969;1161.114;2198.408;142.571;0.5;0.5;@
87;11.891;1168.772;2156.831;194.378;0.5;0.5;@
88;11.781;1167.413;2154.299;189.901;0.5;0.5;@
89;11.953;1155.577;2148.802;171.727;0.5;0.5;@
90;11.813;1167.367;2145.959;191.900;0.5;0.5;@
91;11.813;1169.713;2159.016;189.785;0.5;0.5;@
92;11.844;1163.758;2144.485;189.280;0.5;0.5;@
93;11.813;1167.998;2186.052;169.858;0.5;0.5;@
94;11.813;1170.980;2184.862;169.598;0.5;0.5;@
95;11.859;1160.371;2178.751;161.905;0.5;0.5;@
96;12.344;1170.648;2166.330;182.381;0.5;0.5;@
97;12.156;1176.389;2225.510;150.309;0.5;0.5;@
98;11.984;1159.596;2168.576;163.117;0.5;0.5;@
99;12.266;1169.001;2188.089;166.703;0.5;0.5;@
100;12.500;1171.125;2209.350;151.650;0.5;0.5;@
101;20.344;1180.394;2227.498;217.613;0.5;0.5;
