22.203125;0.151978461;2718.448587;33.07250993;0;1
36.609375;0.151306042;2751.584358;32.92618274;0;1
38.078125;0.152130335;2678.212785;33.10555979;0;1
38.859375;0.152351263;2726.854773;33.15363671;0;1
37.703125;0.151306042;2750.604319;32.92618274;0;1
41.296875;0.151543451;2728.006339;32.97784616;0;1
46.671875;0.152959771;2720.959753;33.28605605;0;1
43.15625;0.151155456;2707.217644;32.89341344;0;1
44.265625;0.153716475;2759.184025;33.45072467;0;1
47.125;0.149402433;2737.110911;32.51193254;0;1
51.140625;0.255036698;2690.887554;33.14596296;0.1;0.9
39.21875;0.257236165;2710.246605;33.4978678;0.1;0.9
43.078125;0.254133173;2661.133198;33.17251243;0.1;0.9
40.625;0.259231665;2666.790722;34.22034862;0.1;0.9
75.40625;0.254090343;2697.695007;32.87700615;0.1;0.9
68.703125;0.255494426;2693.963978;33.27404475;0.1;0.9
41.421875;0.258237705;2748.420909;33.66090806;0.1;0.9
38.3125;0.25691421;2725.927564;33.4978678;0.1;0.9
38.765625;0.252216611;2720.636985;32.46805557;0.1;0.9
37.71875;0.254512117;2736.485014;32.87700615;0.1;0.9
38.859375;0.364628367;2735.447715;34.45360195;0.2;0.8
40.53125;0.362978291;2732.637875;34.22034862;0.2;0.8
39.328125;0.3640914;2703.304185;34.49501371;0.2;0.8
38.890625;0.366606742;2720.876155;34.81649098;0.2;0.8
37.984375;0.357369299;2637.410372;33.80209413;0.2;0.8
39.359375;0.361550628;2694.641116;33.89548383;0.2;0.8
39.53125;0.360181737;2645.161535;34.75289694;0.2;0.8
38.625;0.361382448;2718.767195;33.87602627;0.2;0.8
38.3125;0.36232809;2644.616437;35.02247323;0.2;0.8
37.765625;0.365318168;2684.449303;34.83933606;0.2;0.8
39;0.463824775;2647.068279;35.78038697;0.3;0.7
43.40625;0.469058293;2685.383307;36.65110437;0.3;0.7
38.5;0.46706193;2652.695923;36.01456822;0.3;0.7
38.9375;0.467589183;2676.03063;35.27380952;0.3;0.7
38.75;0.465298702;2687.587902;35.38029978;0.3;0.7
38.453125;0.461862885;2635.897679;34.58549528;0.3;0.7
39.125;0.466111968;2650.924529;35.57820834;0.3;0.7
37.90625;0.470600882;2664.948047;36.44485713;0.3;0.7
38.46875;0.467438117;2634.498719;35.86134454;0.3;0.7
39.4375;0.468061246;2684.719882;36.01565482;0.3;0.7
39.875;0.565478672;2587.287336;38.69457642;0.4;0.6
39.203125;0.570171453;2583.164911;39.57156397;0.4;0.6
38.65625;0.56963951;2631.417752;37.80020311;0.4;0.6
37.515625;0.565592565;2614.736078;37.27837202;0.4;0.6
39.375;0.567881976;2656.523995;36.52278911;0.4;0.6
39.671875;0.566733944;2547.246411;40.53748948;0.4;0.6
41.765625;0.566659985;2644.859412;35.77947643;0.4;0.6
43.9375;0.569406904;2628.228928;38.17850662;0.4;0.6
38.78125;0.568092519;2638.525103;36.38040685;0.4;0.6
39.46875;0.570730969;2632.33477;37.57850536;0.4;0.6
37.625;0.667373958;2555.468247;44.58069687;0.5;0.5
37.390625;0.66641423;2536.401056;43.69867731;0.5;0.5
39.671875;0.670323021;2612.860068;40.79029203;0.5;0.5
39.0625;0.668216282;2591.18454;39.76279716;0.5;0.5
38.421875;0.670135832;2642.273995;39.16878187;0.5;0.5
38.34375;0.668448714;2601.223573;40.08313059;0.5;0.5
39.671875;0.664402785;2576.946951;40.95964352;0.5;0.5
38;0.666776384;2552.539477;42.05204261;0.5;0.5
37.578125;0.667886571;2592.541748;41.40956891;0.5;0.5
39.078125;0.664868811;2583.534468;38.19232752;0.5;0.5
38.34375;0.757060667;2458.739058;54.7039072;0.6;0.4
37.75;0.763226451;2500.940705;50.56175192;0.6;0.4
37.75;0.756320519;2472.089027;52.91863289;0.6;0.4
38.53125;0.759337174;2494.253764;49.99507978;0.6;0.4
38.3125;0.753537167;2449.473254;53.97630514;0.6;0.4
38.90625;0.756663683;2516.383361;46.61439111;0.6;0.4
40.140625;0.763009;2506.229874;52.24016548;0.6;0.4
38.359375;0.765798092;2565.127665;45.78711697;0.6;0.4
38.09375;0.765032038;2547.962483;49.43103562;0.6;0.4
39.234375;0.764739677;2467.398051;56.92902987;0.6;0.4
37.21875;0.848622114;2428.919688;68.3036444;0.7;0.3
39.21875;0.847541176;2420.773579;64.39002007;0.7;0.3
40.171875;0.848810594;2400.636536;74.70635982;0.7;0.3
35.96875;0.852012707;2439.107149;69.3264411;0.7;0.3
38.578125;0.846439129;2415.263915;69.38623925;0.7;0.3
37.25;0.850835259;2437.616072;66.1440564;0.7;0.3
37.984375;0.848566338;2349.678641;87.30430663;0.7;0.3
37.15625;0.844426888;2430.144824;63.64088943;0.7;0.3
37.34375;0.848530664;2449.2787;60.74701144;0.7;0.3
37.6875;0.84676825;2456.037864;57.74660507;0.7;0.3
38.09375;0.908106353;2289.667326;99.43840522;0.8;0.2
37.140625;0.924211078;2338.734118;99.00845795;0.8;0.2
37.8125;0.917267133;2361.976504;87.70451682;0.8;0.2
39.390625;0.917928625;2337.472339;87.78111055;0.8;0.2
37.3125;0.92244377;2332.058362;98.77005102;0.8;0.2
37.84375;0.907209633;2343.663553;79.8046398;0.8;0.2
37.3125;0.911671642;2268.095462;111.7474386;0.8;0.2
39.125;0.920137695;2387.485497;80.70717323;0.8;0.2
37.640625;0.914294273;2330.879013;92.50908395;0.8;0.2
37.25;0.907945496;2261.544736;111.9294417;0.8;0.2
36.484375;0.955468538;2230.335333;126.4550265;0.9;0.1
36.171875;0.949831272;2186.230433;155.7142857;0.9;0.1
36.90625;0.949061355;2178.483978;158.1022409;0.9;0.1
37.03125;0.958399696;2193.313214;171.9047619;0.9;0.1
37.0625;0.961565702;2224.88582;144.5147182;0.9;0.1
38.65625;0.950824339;2161.804286;174.8809524;0.9;0.1
37.34375;0.949216262;2172.701835;163.523264;0.9;0.1
37.53125;0.952047172;2244.611141;111.9530251;0.9;0.1
35.765625;0.962053988;2226.38408;142.53663;0.9;0.1
33.90625;0.956059915;2170.108067;187.2161172;0.9;0.1
32.90625;0.952088366;2128.189911;330.7069321;1;0
32.4375;0.950692849;2120.791401;319.3525523;1;0
33.765625;0.951368136;2126.585602;324.9689716;1;0
34.234375;0.952890897;2126.852548;327.001287;1;0
32.734375;0.951108051;2124.841263;229.7849462;1;0
32.390625;0.951746895;2124.304286;332.3809524;1;0
32.390625;0.951557078;2119.591468;351.1003236;1;0
31.875;0.947898561;2115.732129;332.9550827;1;0
33.34375;0.958542685;2135.151895;323.3398565;1;0
32.75;0.952459216;2127.85098;331.1518709;1;0
